movieId,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
1,0.0,0.0,0.8937879466746481,1.3056966571229716,1.1581958996952935,0.41310878315702715,0.0,0.0,0.0,1.098280874378741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.8937879466746481,0.0,1.1581958996952935,0.0,0.0,0.0,0.0,1.098280874378741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
8,0.0,0.0,0.8937879466746481,0.0,1.1581958996952935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.7390258035539543,0.8937879466746481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.7390258035539543,0.8937879466746481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.7390258035539543,0.0,0.0,0.0,0.41310878315702715,0.9070354285532662,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.9070354285532662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.3313419099328201,0.0,0.0,1.0046666614589903,0.0,0.0,1.226715962675264,0.0,0.0,0.686823166785359,0.0,0.0
23,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0174858410619707,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,1.1581958996952935,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
29,0.0,0.0,0.8937879466746481,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,1.098280874378741,0.0,0.0,0.0,0.0,1.226715962675264,0.0,1.0174858410619707,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.226715962675264,0.0,1.0174858410619707,0.686823166785359,0.0,0.0
34,0.0,0.0,0.0,0.0,1.1581958996952935,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,1.1581958996952935,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4114174235043393,0.0
42,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.7390258035539543,0.8937879466746481,0.0,0.0,0.0,0.0,0.0,0.0,1.098280874378741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.226715962675264,0.0,0.0,0.686823166785359,0.0,0.0
48,0.0,0.0,0.0,1.3056966571229716,1.1581958996952935,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,1.4270412119878735,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.226715962675264,0.0,0.0,0.686823166785359,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
53,0.0,0.0,0.8937879466746481,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,1.1581958996952935,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
60,0.0,0.0,0.8937879466746481,0.0,1.1581958996952935,0.0,0.0,0.0,0.0,1.098280874378741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.9070354285532662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0174858410619707,0.686823166785359,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.7390258035539543,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,1.0046666614589903,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
71,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0174858410619707,0.686823166785359,0.0,0.0
78,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
80,0.0,0.0,0.0,0.0,1.1581958996952935,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
86,0.0,0.7390258035539543,0.8937879466746481,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,1.1581958996952935,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,1.0046666614589903,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,1.0046666614589903,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
95,0.0,0.7390258035539543,0.8937879466746481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
101,0.0,0.0,0.8937879466746481,0.0,0.0,0.41310878315702715,0.9070354285532662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.226715962675264,0.0,1.0174858410619707,0.686823166785359,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
107,0.0,0.0,0.8937879466746481,0.0,1.1581958996952935,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4270412119878735,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4114174235043393,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,1.226715962675264,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.8937879466746481,0.0,1.1581958996952935,0.0,0.0,0.0,0.0,1.098280874378741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.7390258035539543,0.0,0.0,0.0,0.41310878315702715,0.9070354285532662,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
146,0.0,0.0,0.8937879466746481,0.0,1.1581958996952935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.9070354285532662,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.686823166785359,0.0,0.0
150,0.0,0.0,0.8937879466746481,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,1.7768440283538813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.0,0.7390258035539543,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.7614567850822633,0.0,0.0,1.4114174235043393,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,1.0046666614589903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.0,0.7390258035539543,0.8937879466746481,0.0,0.0,0.41310878315702715,0.9070354285532662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.8937879466746481,0.0,0.0,0.0,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4114174235043393,0.0
156,0.0,0.0,0.0,0.0,0.0,0.41310878315702715,0.0,0.0,0.3313419099328201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.0,0.0,0.8937879466746481,0.0,1.1581958996952935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
