movieId,rating,userId_id
1,4.0,1
1,4.0,5
1,4.5,7
1,2.5,15
1,4.5,17
1,3.5,18
1,4.0,19
1,3.5,21
1,3.0,27
1,5.0,31
1,3.0,32
1,3.0,33
1,5.0,40
1,5.0,43
1,3.0,44
1,4.0,45
1,5.0,46
1,3.0,50
1,3.0,54
1,5.0,57
1,5.0,63
1,4.0,64
1,4.0,66
1,2.5,68
1,5.0,71
1,4.5,73
1,0.5,76
1,4.0,78
1,2.5,82
1,4.0,86
1,3.0,89
1,3.0,90
1,4.0,91
1,3.0,93
1,5.0,96
1,4.5,98
1,4.0,103
1,4.0,107
1,3.0,112
1,3.5,119
1,4.0,121
1,4.0,124
1,3.0,130
1,2.0,132
1,3.0,134
1,4.0,135
1,4.0,137
1,3.0,140
1,4.0,141
1,3.5,144
1,5.0,145
1,5.0,151
1,2.0,153
1,3.0,155
1,4.0,156
1,4.5,159
1,4.0,160
1,4.0,161
1,5.0,166
1,3.5,167
1,4.5,169
1,5.0,171
1,5.0,177
1,4.0,178
1,4.0,179
1,4.0,182
1,4.0,185
1,4.0,186
1,4.0,191
1,2.0,193
1,3.5,200
1,5.0,201
1,4.0,202
1,5.0,206
1,3.5,213
1,3.0,214
1,3.0,216
1,4.0,217
1,3.5,219
1,5.0,220
1,3.5,223
1,3.5,226
1,5.0,229
1,3.5,232
1,3.0,233
1,5.0,234
1,4.0,239
1,5.0,240
1,5.0,247
1,4.0,249
1,4.5,252
1,4.5,254
1,4.0,263
1,4.0,264
1,2.0,266
1,5.0,269
1,5.0,270
1,5.0,273
1,4.0,274
1,5.0,275
1,4.0,276
1,4.0,277
1,3.0,279
1,4.5,280
1,4.5,282
1,3.0,283
1,4.5,288
1,4.0,290
1,4.0,291
1,4.0,292
1,3.0,293
1,2.0,298
1,5.0,304
1,4.0,307
1,3.0,314
1,3.5,322
1,3.5,323
1,5.0,328
1,4.0,330
1,4.0,332
1,3.5,334
1,4.0,336
1,4.0,337
1,4.0,339
1,5.0,341
1,5.0,347
1,4.0,350
1,5.0,353
1,5.0,357
1,4.0,359
1,5.0,364
1,5.0,367
1,3.0,372
1,3.0,373
1,4.5,378
1,5.0,380
1,3.5,381
1,4.5,382
1,4.0,385
1,5.0,389
1,3.0,391
1,5.0,396
1,4.0,399
1,3.5,401
1,5.0,411
1,2.0,412
1,4.0,414
1,4.0,420
1,4.0,422
1,2.5,432
1,4.0,434
1,4.0,436
1,4.5,438
1,4.0,443
1,5.0,448
1,5.0,451
1,5.0,453
1,5.0,456
1,4.5,460
1,1.5,462
1,4.0,468
1,4.0,469
1,4.0,470
1,5.0,471
1,4.0,474
1,4.0,476
1,4.0,477
1,3.0,480
1,4.0,483
1,4.5,484
1,4.5,488
1,3.5,490
1,4.0,492
1,4.0,500
1,4.0,504
1,4.0,509
1,4.0,514
1,4.0,517
1,3.0,522
1,4.0,524
1,4.0,525
1,2.5,528
1,3.0,529
1,5.0,533
1,4.0,534
1,3.0,541
1,3.0,544
1,4.0,550
1,4.0,555
1,5.0,559
1,3.0,560
1,4.0,561
1,4.5,562
1,3.5,567
1,4.0,570
1,4.0,572
1,5.0,573
1,4.0,579
1,3.0,580
1,5.0,584
1,5.0,587
1,4.0,590
1,4.0,596
1,4.0,597
1,3.0,599
1,2.5,600
1,4.0,601
1,4.0,603
1,3.0,604
1,4.0,605
1,2.5,606
1,4.0,607
1,2.5,608
1,3.0,609
1,5.0,610
122882,5.0,2
122882,2.0,15
122882,3.5,21
122882,2.5,41
122882,3.0,50
122882,5.0,52
122882,4.0,62
122882,5.0,68
122882,4.0,103
122882,4.0,105
122882,4.0,111
122882,3.0,114
122882,4.0,119
122882,5.0,122
122882,4.5,125
122882,4.0,148
122882,3.5,212
122882,4.0,227
122882,2.5,233
122882,2.0,247
122882,5.0,249
122882,4.0,256
122882,4.5,279
122882,2.5,292
122882,3.0,298
122882,2.0,305
122882,3.0,318
122882,5.0,331
122882,3.5,352
122882,2.0,366
122882,4.0,380
122882,5.0,382
122882,5.0,414
122882,3.0,448
122882,2.5,462
122882,4.5,475
122882,4.5,495
122882,4.0,511
122882,4.5,525
122882,3.0,534
122882,4.0,550
122882,4.0,560
122882,4.5,561
122882,4.0,567
122882,5.0,596
122882,4.0,599
122882,5.0,610
2,4.0,6
2,4.0,8
2,3.0,18
2,3.0,19
2,3.0,20
2,3.5,21
2,4.0,27
2,4.5,51
2,4.0,62
2,2.5,68
2,3.0,82
2,3.0,91
2,5.0,93
2,4.0,94
2,4.0,103
2,3.0,104
2,5.0,107
2,1.5,112
2,3.0,117
2,4.0,122
2,4.0,125
2,3.0,135
2,3.5,140
2,3.0,144
2,1.0,149
2,2.0,153
2,4.0,160
2,4.0,169
2,3.5,177
2,4.0,186
2,4.0,202
2,2.0,217
2,2.5,219
2,3.5,221
2,2.5,222
2,3.0,226
2,2.5,230
2,4.0,232
2,5.0,240
2,4.0,249
2,2.0,259
2,3.5,274
2,4.0,276
2,4.0,284
2,2.0,288
2,3.0,294
2,0.5,298
2,3.0,299
2,4.0,304
2,3.5,305
2,2.5,307
2,3.0,308
2,3.5,318
2,5.0,321
2,3.0,322
2,4.0,323
2,1.5,330
2,3.0,347
2,4.0,353
2,3.0,357
2,3.5,359
2,3.0,373
2,5.0,380
2,4.0,381
2,3.0,395
2,4.0,411
2,3.0,414
2,3.0,425
2,4.5,426
2,4.0,432
2,2.5,434
2,4.0,436
2,3.0,446
2,5.0,447
2,3.0,448
2,4.0,458
2,3.0,470
2,3.0,474
2,4.5,475
2,4.0,476
2,4.0,477
2,3.0,480
2,4.5,482
2,4.0,483
2,2.5,484
2,2.5,489
2,2.5,497
2,3.0,501
2,3.0,512
2,3.0,517
2,4.5,523
2,3.5,525
2,4.0,527
2,4.5,534
2,4.0,559
2,4.0,561
2,2.5,563
2,4.0,566
2,3.5,570
2,4.5,573
2,4.0,586
2,2.5,590
2,4.0,592
2,4.0,594
2,2.5,599
2,4.0,600
2,4.0,602
2,5.0,604
2,3.5,605
2,2.0,608
3,4.0,1
3,5.0,6
3,3.0,19
3,3.0,32
3,4.0,42
3,5.0,43
3,3.0,44
3,4.0,51
3,3.0,58
3,3.5,64
3,2.0,68
3,3.0,91
3,3.5,100
3,5.0,102
3,3.5,116
3,3.0,117
3,3.0,150
3,3.0,151
3,5.0,169
3,4.0,179
3,1.0,217
3,3.5,226
3,4.0,240
3,4.0,269
3,3.0,270
3,4.0,288
3,2.5,289
3,1.0,294
3,3.0,302
3,3.5,307
3,0.5,308
3,3.0,321
3,3.0,330
3,4.0,337
3,3.0,368
3,4.0,410
3,4.0,414
3,3.0,448
3,3.0,456
3,3.0,470
3,3.0,477
3,2.5,480
3,4.0,492
3,5.0,501
3,3.0,544
3,1.0,552
3,5.0,555
3,3.0,588
3,3.0,590
3,4.0,594
3,1.5,599
3,2.0,608
5,5.0,6
5,3.0,31
5,5.0,43
5,3.0,45
5,4.0,58
5,4.0,66
5,2.0,68
5,3.0,84
5,4.0,103
5,4.0,107
5,3.5,111
5,3.0,117
5,4.0,120
5,3.0,121
5,4.5,147
5,3.0,150
5,5.0,169
5,3.0,170
5,3.0,181
5,4.0,200
5,3.0,229
5,3.0,269
5,3.0,270
5,3.0,276
5,2.0,288
5,3.0,321
5,4.0,337
5,3.0,353
5,4.0,389
5,3.0,402
5,2.0,414
5,2.0,437
5,3.0,448
5,3.0,451
5,3.0,456
5,3.0,458
5,3.0,470
5,1.5,474
5,2.5,483
5,2.0,489
5,0.5,490
5,3.0,492
5,3.0,501
5,1.5,509
5,3.0,521
5,3.0,561
5,2.0,590
5,2.5,600
5,3.0,604
6,4.0,1
6,4.0,6
6,5.0,11
6,4.0,18
6,4.0,23
6,4.5,24
6,3.5,28
6,3.0,32
6,3.0,44
6,4.0,45
6,3.0,57
6,4.5,62
6,4.5,64
6,4.0,68
6,4.0,79
6,3.5,82
6,4.0,84
6,5.0,91
6,3.0,102
6,4.0,105
6,3.0,109
6,4.5,112
6,3.0,117
6,5.0,121
6,5.0,140
6,4.0,150
6,2.0,160
6,3.5,166
6,3.0,181
6,4.5,182
6,4.0,191
6,4.0,195
6,4.0,199
6,5.0,202
6,2.0,217
6,3.5,219
6,3.5,220
6,5.0,239
6,5.0,244
6,4.0,266
6,5.0,269
6,3.0,270
6,4.0,274
6,4.0,282
6,4.5,286
6,3.0,294
6,5.0,297
6,3.5,305
6,1.0,308
6,4.0,312
6,3.0,313
6,3.0,314
6,5.0,317
6,4.0,318
6,4.0,325
6,4.0,336
6,5.0,337
6,4.0,339
6,4.0,353
6,4.0,362
6,4.0,368
6,5.0,372
6,5.0,373
6,5.0,380
6,3.0,385
6,3.0,386
6,5.0,389
6,4.0,391
6,5.0,400
6,3.0,414
6,4.0,425
6,4.0,434
6,5.0,437
6,5.0,438
6,4.0,444
6,4.0,451
6,3.0,469
6,3.0,470
6,3.0,474
6,4.0,480
6,5.0,486
6,3.0,492
6,4.0,493
6,3.0,501
6,4.0,521
6,4.0,524
6,5.0,532
6,5.0,553
6,5.0,559
6,4.0,561
6,4.5,573
6,4.0,577
6,4.0,580
6,5.0,588
6,3.5,590
6,3.0,592
6,3.0,597
6,4.5,599
6,3.0,602
6,4.0,603
6,3.0,604
6,5.0,610
7,4.0,6
7,3.0,14
7,2.0,19
7,4.0,31
7,4.0,32
7,1.0,33
7,3.0,42
7,5.0,43
7,3.0,45
7,4.0,51
7,5.0,58
7,2.0,68
7,3.0,71
7,3.0,84
7,4.0,90
7,3.0,95
7,4.0,117
7,3.0,150
7,4.5,169
7,1.0,177
7,3.0,179
7,3.0,181
7,4.0,188
7,3.0,199
7,4.0,206
7,1.0,257
7,3.0,262
7,3.0,270
7,4.0,276
7,4.5,280
7,3.5,286
7,4.0,304
7,4.0,314
7,3.0,337
7,3.0,350
7,3.0,411
7,3.0,414
7,3.0,451
7,3.0,470
7,3.0,474
7,4.0,489
7,3.0,492
7,4.0,498
7,4.0,501
7,1.0,510
7,3.0,513
7,3.0,521
7,2.0,529
7,4.0,541
7,4.0,566
7,1.0,597
7,2.5,599
7,3.5,600
7,2.5,606
9,4.0,151
9,3.0,179
9,3.0,217
9,2.0,269
9,3.0,270
9,5.0,337
9,3.0,353
9,3.0,364
9,3.0,389
9,3.0,402
9,2.0,428
9,3.0,437
9,4.0,456
9,2.5,464
9,5.0,492
9,1.5,599
10,3.0,6
10,2.0,8
10,3.0,11
10,2.0,19
10,5.0,21
10,3.0,26
10,4.0,31
10,5.0,34
10,5.0,42
10,4.0,43
10,3.0,46
10,4.0,56
10,3.0,57
10,3.0,59
10,3.0,63
10,4.5,68
10,1.0,81
10,3.5,82
10,3.0,84
10,3.5,91
10,4.0,93
10,3.0,94
10,4.0,99
10,3.0,104
10,3.0,117
10,4.0,119
10,5.0,136
10,3.0,144
10,1.0,160
10,4.5,166
10,3.0,170
10,3.0,173
10,3.0,174
10,5.0,176
10,4.0,178
10,2.0,181
10,3.5,182
10,4.0,186
10,5.0,192
10,4.0,195
10,4.5,200
10,4.0,202
10,2.0,208
10,4.0,217
10,4.5,219
10,4.0,220
10,4.0,226
10,4.0,229
10,3.0,232
10,2.0,235
10,3.0,240
10,5.0,243
10,5.0,244
10,3.5,248
10,2.0,262
10,4.0,274
10,3.5,282
10,4.0,284
10,3.0,288
10,3.5,292
10,3.0,294
10,4.0,301
10,4.0,304
10,2.5,307
10,4.0,313
10,3.0,314
10,4.0,322
10,3.0,331
10,3.5,334
10,4.0,340
10,4.0,347
10,4.0,349
10,3.0,353
10,3.5,354
10,3.5,361
10,3.0,368
10,3.0,372
10,4.5,376
10,5.0,380
10,3.0,385
10,3.0,386
10,3.5,387
10,3.0,391
10,3.0,395
10,4.5,408
10,3.0,411
10,3.0,414
10,3.5,419
10,3.0,425
10,3.5,434
10,4.0,438
10,4.5,441
10,3.0,446
10,3.0,447
10,4.0,448
10,4.0,452
10,2.0,453
10,4.0,458
10,3.0,462
10,2.0,469
10,3.0,470
10,3.0,476
10,4.0,480
10,2.0,483
10,4.0,485
10,4.0,486
10,2.5,489
10,3.0,498
10,4.0,501
10,0.5,517
10,4.0,520
10,4.5,522
10,4.0,524
10,4.0,531
10,4.0,534
10,4.0,541
10,4.5,557
10,3.0,559
10,3.0,566
10,4.0,569
10,3.5,570
10,4.5,573
10,3.5,580
10,5.0,584
10,3.0,588
10,3.5,590
10,3.0,592
10,3.0,597
10,3.5,599
10,3.0,602
10,4.0,608
10,4.0,609
11,4.0,6
11,4.0,8
11,2.0,33
11,4.0,35
11,5.0,38
11,5.0,42
11,4.0,43
11,3.0,45
11,4.0,56
11,3.0,57
11,4.5,68
11,4.0,84
11,2.5,89
11,3.0,94
11,4.0,100
11,5.0,107
11,4.0,109
11,3.0,113
11,4.0,117
11,4.0,121
11,4.0,140
11,3.0,156
11,4.0,169
11,5.0,174
11,3.0,177
11,5.0,181
11,4.0,199
11,4.0,201
11,4.0,202
11,4.0,235
11,5.0,239
11,4.0,263
11,4.0,290
11,5.0,304
11,5.0,314
11,4.0,322
11,2.5,345
11,4.0,347
11,4.0,353
11,3.5,357
11,4.0,372
11,2.0,373
11,2.5,387
11,4.0,404
11,3.0,410
11,4.0,411
11,5.0,414
11,4.0,438
11,4.0,446
11,4.0,455
11,3.0,469
11,2.5,474
11,3.0,476
11,1.5,489
11,1.0,500
11,3.0,501
11,4.0,514
11,4.0,530
11,4.0,541
11,5.0,566
11,3.5,570
11,3.0,579
11,4.0,587
11,3.0,590
11,5.0,594
11,3.0,597
11,2.5,599
11,3.0,602
11,2.5,606
11,3.0,607
81932,3.5,17
81932,4.0,47
81932,4.0,68
81932,5.0,103
81932,4.0,105
81932,2.0,159
81932,4.0,177
81932,4.5,222
81932,4.0,249
81932,4.0,274
81932,3.0,298
81932,4.0,305
81932,2.0,317
81932,3.0,326
81932,3.5,339
81932,4.5,414
81932,4.0,448
81932,4.5,462
81932,4.0,514
81932,4.0,522
81932,4.0,585
81932,3.0,599
81932,4.0,610
14,4.0,84
14,5.0,90
14,4.0,109
14,4.0,182
14,4.0,206
14,5.0,270
14,4.0,302
14,3.0,337
14,4.0,372
14,3.0,385
14,3.0,437
14,4.0,470
14,3.0,474
14,3.0,492
14,4.0,521
14,3.0,544
14,5.0,602
14,4.0,604
16,4.0,6
16,4.5,18
16,2.5,28
16,5.0,42
16,4.0,61
16,5.0,64
16,3.5,68
16,4.5,88
16,4.5,91
16,4.5,100
16,5.0,103
16,4.5,105
16,4.0,109
16,4.5,111
16,4.5,112
16,5.0,121
16,5.0,136
16,5.0,162
16,3.0,177
16,3.0,181
16,5.0,182
16,4.0,187
16,4.0,191
16,4.0,195
16,4.0,201
16,4.5,226
16,4.5,239
16,3.0,240
16,3.5,257
16,4.0,261
16,5.0,266
16,4.5,274
16,4.0,282
16,2.0,287
16,4.5,289
16,4.0,298
16,2.5,303
16,4.5,305
16,4.5,307
16,1.0,310
16,2.5,311
16,4.0,312
16,5.0,317
16,3.5,330
16,3.5,332
